P,S
인터넷에 답변을 달 때 남을 비하하고 공격적으로 달게 되어 걱정이 돼.,답변을 달 때 공격적으로 달게 되어 걱정이 되시는군요.
관련된 문서가 어디에 저장되어 있는거지?,김대리가 인수인계해주지 않았어?
악의적으로 건강을 해치고 싶어.,무슨 일이 있나요?
십 년 동안 친한 친구라 믿었는데 알고 보니 뒤에선 나에 대한 이간질이 계속되고 있었어!,믿었던 친구의 모습이 정반대여서 상심이 크겠군요.
남자친구는 자기가 보고 싶은 영화를 위주로 예매를 해서 짜증나.,남자친구가 본인이 보고 싶은 영화 위주로 예매를 해서 짜증이 나셨군요.
어제부터 계속 스팸 전화가 오네.,자꾸 걸려오는 무용한 전화 때문에 성가시겠어요.
경로당 여자가 나를 좀 만나줬으면 좋겠어.,대인관계에 안달하시는군요.
왜 반에서 친구들을 괴롭히는 아이들이 있는지 모르겠어.,그런 친구들이 있나요.
나는 우리 가족이 너무 싫어.,가족관계에 무슨 일이 있으신가요?
직원들의 성희롱을 문제 삼지 않는 회사 분위기에 화가 치밀어 올라.,성희롱을 문제 삼지 않는 회사 때문에 화가 나시겠어요.
노인분들이 너무 멋대로 행동하는 것을 보면 불편해.,어느 모습을 보셨나요?
인간관계에 구역질이 나.,왜 그러세요?
내가 이 흑인이라고 함부로 생각하는 건지 아이들이 내 레포트를 뺐어갔어.,흑인으로써 학교 안에서 인종차별을 당하고 계시군요?
요즘 생활에 의욕이 생기지 않아!,왜 무슨 일 있어요?
노인연금을 너무 적게 줘서 짜증나.,무슨 안 좋은 일이 있으셨어요?
이번에 새로 사귄 남자친구와 싸웠어.,어떤 일 때문에 싸우셨나요?
대인관계에 노여워하고 있어.,많이 힘드시겠어요.
금연구역 건물인데 밑에 사는 총각이 피는 담배 때문에 천식이 심해져서 분노가 치밀어.,아래층 주민이 피는 담배 때문에 천식이 심해져서 분노하셨군요.
이정도면 건강에 신경 쓰는거지 되게 뭐라 그러네.,누가 뭐라고 했나요?
몸이 아프고나니 지인들 만나는 것도 꺼려져.,편찮으셨어서 지인들 만나시기 힘드시나보군요.
난 운동도 열심히 하고 약도 잘 챙겨 먹는데 왜 아픈거야 대체.,어디가 크게 아프신건가요?
주변 사람들은 건강하고 여유로운데 나는 질환을 앓고 있고 돈도 없는 현실이 싫어.,힘든 현실에 질환을 감당하고 계셔서 많이 버거우실 것 같아요.
그 친구들이 나를 따돌리는게 너무 악의적이야.,어떻게 하면 좋을까요?
내가 고혈압에 걸렸는데 남편이 음식을 하나도 조심하지 않아서 화가 나.,못 먹는 음식만 잔뜩 있으면 화가 더 나겠어요.
늦게까지 일을 해서 피곤한데 남자 친구가 데이트를 하자고 졸라서 귀찮아.,피곤해서 잠이 더 필요한데 남자 친구가 데이트를 하자 하니 정말 귀찮겠어요.
회사 사수는 자기잘못을 나한테 뒤집어 씌워서 화가나,회사 사수가 그렇게 행동해서 많이 화나고 짜증나시겠어요
증거가 없으니 뭐랄 수도 없고.,어떤 일로 고민하시나요?
우리 큰애가 요즘 사춘기가 오려는지 좀 예민해진거같아.,큰아이가 예민해져서 걱정되시나 보군요 어떻게 아이에게 대하실 건가요?
성적이 오르지 않아 계속 걱정이 돼.,성적 때문에 고민이 많으시군요.
나는 언제쯤 제대로된 직장을 가질 수 있을까.,취업에 있어서 고민이 많으신가봐요.
몇 차례의 수술로 모아둔 돈을 모두 다 써 버렸어.,수술비로 모아둔 재산을 써 버렸다니 앞으로 살길이 막막하시겠어요.
가끔 뉴스에 데이트 폭력 관련 기사를 보면 너무 화가 나.,데이트 폭력 관련 기사로 몹시 화가 나셨나봐요.
가족들이 오랜 시간 간병에 지쳐 내가 빨리 죽었으면 좋겠다고 생각하는 거 같아.,많이 속상하시고 슬프시겠네요.
언니는 결혼해서 잘 사는데 넌 뭐 하고 있냐며 항상 구박하셔서 짜증 나 죽겠어.,언니하고 비교를 하셔서 많이 속상하셨겠어요. 
직장에서는 일보다 사람관계가 더 힘든 것 같아.,상사와 부하직원들 중 어느 쪽이 대하기 더 힘든가요?
명절 때만 되면 친척들이 언제 결혼 하냐면서 자꾸 캐묻는데 왜 이렇게 내 결혼에 신경 쓰는지 모르겠어.,친척들이 결혼 이야기를 하니 스트레스를 받았군요.
내가 당뇨병이 있다고 하니까 면접도 안 보고 전화를 끊었어.,속상하고 화났겠어요.
내가 나이 먹고 병약해지니 아무도 재정적인 도움을 주지 않아.,어떻게 하면 재정적인 도움을 받을 수 있을까요?
요즘 힘들어서 여자친구에게 며칠 동안 시간을 갖자고 얘기했어.,조금 더 자세히 말씀해 주시겠어요?
난 직장에서 받는 스트레스로부터 나 자신을 보호해야겠어.,스트레스에 방어적인 태도를 보이시게 되었나 봐요.
내가 아픈 것을 가족들에게 알리고 싶지 않은데 자꾸 눈치를 채고 물어봐.,아픈 사실을 알리고 싶지 않으신데 자꾸 물어봐서 고민이시겠어요.
날 괴롭힌 아이들의 만행이 밝혀져 하루라도 빨리 퇴학 처리됐으면 좋겠어.,사용자님을 괴롭힌 아이들의 빠른 처분을 바라시는군요.
중년이라고 건강관리 하라는 말을 들으면 화가 치솟아.,무슨일 있어요?
부장이 요즘 나를 자꾸 괴롭히는 게 화가 나서 오늘 막말을 해버렸어.,부장이 자꾸 괴롭혀서 화가 많이 나셨군요.
나는 항상 학교에서 방어적인거 같아.,무엇 때문에 그러시나요?
내일 친구 장례식에 가봐야해.,친구분 장례식장에 가시나요?
이번 주말에 집에서 뒹굴 거리며 푹 쉬려고 했는데 갑자기 회사에서 출근하래.,주말까지 쉬지 못하고 일하게 되면 너무 피곤할 것 같아요.
남편이 바람을 피우고 당당하게 이혼을 요구하는 모습에 구역질이 나.,많이 구역질 나는 상황이었을 거 같아요.
친구가 자기 직장은 재택근무 안 한다고 끝없이 툴퉅되기만 해서 너무 짜증 났어.,친구의 툴툴거림 때문에 짜증이 나셨군요.
자꾸 헛구역질이 나네.,왜 헛구역질이 나시나요?
소개팅 실패한 것 같아.,무슨 일이 있었는지 자세히 여쭤봐도 괜찮을까요?
요즘 마스크 안 쓰는 사람들 때문에 화가 날 지경이야.,그런 사람들 이해가 안 되죠?
젊은 친구들이 어른 공경이랍시고 자리 양보 하는 것도 못마땅해.,어떤점이 그런지 궁금하네요.
반의 시험성적이 별로 좋지 않아 선생님은 예민한데 나는 그러려니 해.,그래도 많이 신경 쓰였겠군요.
회사를 그만두어야 될 것 같아.,무슨 어려움이라도 있으십니까?
아빠가 맨날 술 먹고 늦게 들어와서 화가 나서 아빠 지갑에 있는 돈을 다 가져와버렸어.,아빠가 술을 많이 드셔서 화가 났겠어요.
자식들 키워 봤자 다 필요 없어.,자식들이 속상하게 하셨어요?
난 이 나이 먹도록 사람 관계맺는게 어려워.,인간 관계로 어려움이 있으시군요.
노인정에서 친구가 내 돈을 훔쳤어.,상심이 크시겠어요.
주택담보 대출 현황을 확인했는데 내가 모르는 대출이 있는 걸 알게 되어 화가 나.,모르는 대출을 발견해서 화가 나셨군요.
등산하다 다리가 부러졌어.,갑작스러운 사고에 많이 놀라셨겠어요.
엄마는 내가 하는 것은 무조건 반대야.,조금 더 자세히 말씀해 주시겠어요?
요즘 직장에서 짜증을 잘 내게 되는 것 같아.,직장에서 짜증이 많아졌나 보군요.
건강이 안 좋아.,왜 그러세요?
오빠의 반응이 재미있어서 많은 사람 앞에서 못생겼다고 놀렸어.,어떤 반응이 계속 놀리도록 만들었나요?
정말 다시는 그 친구와 마주치고 싶지 않아.,속상한 기분이 나아지셨으면 좋겠네요.
건강하지 않은 건 대체 왜 그럴까?,어디가 안 좋으세요?
백내장으로 앞이 뿌옇게 보여,잘 보인다는 것은 큰 복이죠.
좋은 인연이 생길거에요.,이제 더 기다리기도 지쳤어.
직장 상사의 이기적인 행동에 분노를 느껴.,어떤 이기적인 행동인가요?
예전 대학교 선배한테 연락이 왔는데 너무 화가 나.,왜 그렇게 화가 나신 건가요?
남편이 담배를 못 끊어서 큰 일이야.,담배는 하루라도 빨리 끊는 것이 좋은데 걱정이 많이 되시겠어요.
아내가 바람을 폈어.,상심이 크시겠어요.
옆집 강아지가 날 보면 자꾸 크게 짖는데 요새 심해진 이명 때문에 그럴 때마다 너무 힘들어.,이명이 심한데 강아지가 크게 짖으면 고통스럽겠어요.
이제 나에게 남은 시간이 정말 없는것 같아.,무슨 일 있으신가요?
친구한테 체육복을 빌려줬는데 흙이 다 묻어서 더러워졌어 어떻게 이걸 그냥 줄 수 있지?,체육복이 더러워져서 많이 속상하겠어요
회사에서는 사내 분위기를 새롭게 변화시키려 하지만 쉽게 바꾸기는 어려울 것 같아.,왜 그렇게 생각하세요?
주말에 가족들과 캠핑을 하러 가고 싶은데 다들 가고 싶지 않다고 해서 속상해.,가족과 캠핑을 가지 못해 서운하군요.
무릎관절이 안 좋아서 외출하는 게 성가셔.,무릎관절이 많이 안 좋으신가요?
회사에서 일부러 은퇴시키려고 하는게 다 보이네.,왜 그렇게 생각하세요?
난 하고 싶은 일이 있고 노력하고 있는데 공무원이 최고라고 하는 부모님 때문에 짜증이 나.,내 생각을 존중받지 못하는 기분이 들어 속상하시겠어요.
선생님이 장래희망을 적으랬는데 뭘 하고 싶은지 몰라서 나만 빈 칸으로 냈어.,진로에 대한 걱정이 있으시군요.
이번에 회사에서 타부서 일을 우리한테 하라고 지시하더라고.,일의 부담이 더욱 커지신 것 같네요.
퇴사한 지 얼마 되지도 않았는데 남편이 구직 안 하냐며 핀잔을 줘.,남편이 핀잔을 줘서 기분이 안 좋으시겠어요.
누가 악의적으로 구는데 어떡하지?,누가 그러는거에요?
나는 기러기아빠인데 아내가 바람났어.,상심이 크시겠어요.
여자친구가 나 몰래 바람을 피우는 거 같아.,어떻게 알게 되셨나요?
날 그 동안 우습게 보고 손찌검한 애들을 친구라고 생각한 내가 한심해.,괴롭혔던 사람을 친구라고 생각해서 속상하시군요.
요즘 날씨가 좀 짜증나.,어떤 것 때문에 그러세요?
어제 뉴스에서 젊은 여성들이 일부러 아이를 낳지 않는다는 식의 보도자료를 봤어.,어떤 뉴스였길래 그런 내용이 나온거에요?
학교폭력을 하는 애들은 정말 성가신거 같아.,그렇게 생각하시는 이유가 있나요?
정말이지 이놈의 코로나로 장사가 안돼서 못 살겠어.,장사가 안되시나 봐요.
업체직원이 약속을 안지켜서 일을 망쳤어.,너무 화나시겠어요.
어떻게 주변에 내 재산을 탐내는 사람들밖에 없는 건지 너무 화가 나네.,주변에 재산을 탐내는 사람들이 많아 노여우시군요.
이번 생애는 결혼 못 할 거 같아.,왜 그렇게 생각하시나요?
어서 가계 계약을 완료해야 하는데 은행이 대출 결과를 알려주지 않아 답답하고 화가 나.,은행에서 대출 결과를 알려주지 않아 화가 많이 나셨군요.
나는 생활비를 감당할 상황이 못 된다.,생활비가 부족해서 화가 많이 나시겠어요.
아버지가 내가 공부는 안 하고 아이돌 좋아한다고 한심하다고 하셔서 화가 나.,어떤 상황인지 좀 더 이야기해주시겠어요?
나한테 목돈이 있다는 얘기를 어디서 들었는지 지인이 주식 투자하라고 성가시게 구네.,지인이 자꾸 주식 투자를 권유해 성가시다고 느끼고 계시는군요.
아내와 이혼한지 얼마 안 됐는데 전 아내가 재혼한다는 소식을 들었어.,이혼한지 얼마 안 됐는데 바로 재혼한다는 소식을 들으셔서 속상하고 힘드셨겠어요.
딸이 나랑 얘기하는것 조차 싫어하는것 같아.,조금 더 자세히 얘기해주시겠어요?
여자 친구가 사이즈 안 맞는 옷을 입어서 당황스러워.,여자 친구가 맞지 않는 옷을 입어서 당황스러우시군요.
나보다 공부 잘하는 친구들은 시험날 다 아팠으면 좋겠어.,어째서 그런 생각을 하시나요.
남편 때문에 정말 너무나 짜증이나.,남편과의 관계에서 어려움이 있으시군요.
이번에 대장암 수술비가 너무 많이 나와서 속이 시커멓게 타 들어 가는 줄 알았어.,큰 수술비로 마음이 괴로우셨군요.
평생 친구라고 여겼던 사람이 돈을 갚지않고 잠적해버렸어.,저런 평생 친구라고 생각하셨다면 정말 오래 알고 소중했던 사람일텐데요.
왜 사람들은 배려를 모를까?,무슨 일이 있으신가요?
이번 인사고과를 앞두고 긴장이 많이 돼.,네 인사고과 때문에 마음이 힘드시군요.
건강을 위해 운동하는 일이 얼마나 성가신지 몰라.,만약 운동을 하지 않는다면 어떨까요?
친구가 취업을 못해서 안달이났어.,어떻게 안달이 났나요?
긴장된다 긴장 돼.,무슨 일이신가요?
교통사고를 당해 입원하게 되었으나 가해 차량을 못 잡는다고 해서 좌절 중이야.,가해 차량을 찾을 수 없어 좌절을 느끼시는군요.
