P,S
그래도 답을 알고 있으셨으니 다음에는 더 멋진 대답을 하실 거에요.,여자친구와 연애중인데 결혼해서 이쁜애기도 출산하고 행복하게 살 수 있을까?
오늘 취업 면접 봤는데 잘 못 본 거 같아.,실수가 있으셨나요?
학교가 가기 너무 싫어.,왜 학교 가기가 싫은지요?
하나뿐인 동생이 교통사고가 났다는 소식을 들었을 때 눈물만 났어.,아끼는 동생이 교통사고가 나서 매우 슬프셨군요.
비타민도 챙겨먹고 했는데 완전 허탈하네.,허탈한 이유가 무엇인가요?
돈 걱정 없이 하루만 마음 편안하게 지내보고 싶은데 그럴 수 없는 현실이 슬프네.,돈 걱정에 하루도 마음 편한 날이 없어 슬프시군요.
요즘들어 결혼에 대한 생각이 없어지고있어.,왜 그러세요?
아직은 젊긴 하지만 나중에 늙어서 잘 살 수 있을지 모르겠어.,노후에 잘 살 수 있을지 걱정이 많으신가봐요.
돈이 없어서 우울해.,왜 돈이 없으신가요?
건강 생각에 비참해.,왜 그러세요?
친구의 아이는 예쁜 옷을 입지만 내 아이는 집안 사정이 어려워 좋은 옷을 못 사주고 있어.,집안 사정이 어려워서 많이 힘들겠어요.
아니라고 하지만 노인정에서도 재력이 맞는 사람들끼리 친구를 사귀는 게 보여서 환멸이 나.,노인정에서도 재력이 맞는 사람끼리 친구를 사귀는 게 속상하셨군요.
검사 결과가 나왔는데 최악이야.,어떤 부분에서 문제가 있으셨나요?
왜 우리 자식들은 절약 정신이 없을까?,많이 속상하신 모양이네요.
친구들이 나를 돼지라고 놀려 너무 슬퍼.,조금 더 자세히 말씀해 주시겠어요?
할머니가 돌아가셔서 너무 슬퍼.,언제 돌아가셨어요?
건강했던 목사님이 얼마 전 갑자기 돌아가셨네.,건강하셨던 분이 돌아가셨군요.
대인관계가 비참해.,왜 그러세요?
부모님때문에 너무 비통해.,무슨 일이 있으셨나요?
다른 대학으로 가보는 것도 하나의 방법일 것 같아.,나쁘지 않을 것 같아요.
돈이 없어 실망스러워.,재정문제에 실망하셨군요.
내가 작년 퇴직금으로 사업을 시작했는데 너무 섣불리 시작한 거 같아.,그렇게 생각하신 이유가 있으신가요?
기본적으로 필요한 컴퓨터 자격증도 안 따서 취업하기가 너무 힘들어.,자격증을 안 따서 취업이 안 되시다니 힘드시겠어요.
자식들도 다 컸고 이제는 손주들 재롱을 보고싶은데 학원간다고 손주를 데리고 오지 않아서 섭섭해,손주들 재롱을 보고싶은데 바쁘다고 데리고 오지 않아서 많이 실망하셨겠어요
작은 회사에 다니지만 언제까지 다닐 수 있을지 걱정이야,회사를 언제까지 다닐 수 있을지 걱정이시군요?
마음의 상처를 받아 이제는 연애도 결혼도 하고 싶지 않아.,어떤 것이 마음의 상처를 받게 했나요?
출산후 낙담했어.,왜 그러세요?
아파서 끙끙대는 신음 소리를 참다 보니까 나도 모르게 눈물이 나고 있더라.,아픈 것도 슬픈데 소리까지 참으니까 눈물이 나시겠어요.
정말 이직하고 싶었던 직장의 최종 면접에서 떨어졌어,원했던 직장의 불합격 통보에 실망하셨군요 어떤 점이 부족했을까요?
누나가 전에 나를 많이 때렸었는데 그게 미안하다고 얘기하더라,누나가 사과한 걸 보니  때린 걸 후회하고 있었나봐요
친구들은 이제 다 필요없어.,친구분들과 안좋은일 있으셨나요?
결혼을 괜히 했나 싶어.,왜 그러시나요?
난 매일 꾸준하게 운동을 해왔는데 최근에 잠깐 기절을 했어.,많이 놀라셨겠어요.
건강관리를 잘 했는데도 불구하고 건강이 많이 나빠진 것 같아.,건강이 많이 안 좋으시군요.
현실적인 조건은 생각하지 않은 채 사랑만으로 선택한 결혼이 후회돼.,사랑만으로 선택한 결혼을 후회하시는군요.
오늘은 내생일인데 너무 속상해.,기쁜날 왜 속상하시죠?
오늘 입사교육 수료식을 가졌어.,감회가 어떠신가요?
몸은 병들고 아픈데 돈이 하나도 없으니 아무 것도 못하겠군.,많이 힘드신 상황인 것 같아요.
내 직장은 미래가 없어.,왜 그렇게 생각하세요?
여자친구와 이별 했는데 아무도 날 위로해 주지 않아.,주변 사람들로부터 이별의 슬픔을 위로받지 못했군요.
요새 늙어서 그런지 우울해.,무슨 일이 있으셨나요?
친구들이 나를 피해서 우울해. ,친구들 때문에 슬프겠어요.
아들이 자꾸 말썽만 피워서 너무 속상하고 슬퍼.,자녀문제로 힘드시군요.
코로나로 수입은 줄고 노후도 걱정되고 되는 일이 하나도 없어.,요즘 힘드신 모양이네요.
옆집 아저씨는 나보고 환경미화원이든 뭐든 잡일을 하래.,원하지 않는 일을 제안 받으셔서 속상하셨군요.
얼마전에 기념일이었는데 비싼 선물은 필요없어도 편지 정도는 기대했는데 아무것도 없어서 너무 속상했어.,기념일에 기대와는 다르게 아무것도 받지 못해서 많이 속상하셨겠어요.
직장 사수에게 질책을 받았어.,직장 사수께 질책을 받아 속상하시겠어요.
젊었을때 정말 최선을 다해서 살았는데 이젠 다 귀찮아.,무슨 일 있으셨어요?
친한 동창이 세상을 떠났어.,정말로 슬프시겠어요.
정말 어이없는 일이 있었어.,무슨 일이 있었는지 말씀해 주실 수 있으세요?
왜 다들 나를 피할까.,사람들이 피해서 고민이군요.
최근 코로나 영향으로 취업 자리가 많이 줄어서 너무 힘들어.,취업의 어려움 때문에 많이 힘드시군요.
싫어하던 직장에서 나오면 기쁘진 않아도 덤덤할 줄 알았는데 생각보다 훨씬 비통해,퇴사 후 비통함을 느끼고 계시는군요
오늘 따돌림을 받아서 너무 속상해.,누구한테 따돌림받았나요?
왜 친구를 사귀실 수 없을거라 생각하시나요?,있던 친구들이 떠나갔거든.
너무 싫어하던 옆 팀 과장님 이번에 퇴사하신대.,옆 팀 과장님을 싫어하시는군요.
내가 제일 좋아하는 단골집이 오늘까지만 영업하고 문을 닫는다고 해서 너무 슬퍼.,단골집이 문을 닫는다고 하니 많이 속상하시겠어요.
아직 아이를 낳을 때가 아니라고 판단되는데 준비도 없이 피임을 안한 것이 후회돼.,준비도 없이 아이를 낳을 생각을 하니 피임을 제대로 못한 것이 후회되나봐요?
아빠 제발 술좀 끊었으면 좋겠어.,아버지께서 술을 많이 드셨나봐요?
자식들이 결혼하면 주려고 모으던 돈을 내 치료비로 쓰게 되니 너무 슬프고 눈물이 나.,자식들에 대한 마음에 많이 슬프시겠어요.
건강이 더 악화되면서 더이상 아이들에게 슈퍼맨 같은 아빠가 되어 줄 수가 없을거 같아,아이들에게 아빠 그 존재 자체가 슈퍼맨일 겁니다.
돈도 없고 이제 죽어야지.,돈 때문에 걱정이 많으신가봐요.
아빠가 많이 아프셔.,걱정되겠군요.
대학교 가면 다 잘 풀릴줄 알았는데 너무 우울해.,무슨 일로 우울하신가요?
이번에 펀드가 많이 떨어졌어.,재정 문제로 걱정이 생기셨군요.
젊었을 때부터 내 몸을 돌볼걸.,왜 그런 생각이 드셨나요?
중요한 실기가 코앞인데 맞아서 손을 다쳐서 매우 기분이 슬퍼.,손을 다치셔서 기분이 안 좋으시군요.
이번에 직원 한 명이 코로나에 감염되어서 직장이 난리가 났어.,그런 일이 있으셨어요?
가족들 몰래 병원에서 진료를 받았는데 의사가 시한부 판정을 내리는거야 이별을 준비하라고 하는데 나는 어떻게 해야하는 걸까?,이별을 준비하는건 힘든 일이지요  그렇지만 꼭 필요한 일입니다  우선순위를 정해보세요
평생을 돈이 없어 고생했는데 은퇴하고도 돈이 없는 내모습에 환멸이 느껴져.,평생 동안 돈이 없으셨군요.
이 나이에 노후준비도 안됬고 너무 슬프다.,준비되지 못한 노후 생각에 눈물이 나시는군요.
가족한테 후회가 돼.,왜 그러세요?
친한 친구가 많이 아파.,어디가 편찮으신가요?
왜 자꾸 옆집이랑 비교해 가며 재산의 크기를 설명하는지 자식들이 이럴 땐 참 미워.,옆집과 재산 크기를 비교하며 설명하는 자식들이 미우시군요.
친구들이 자꾸 나를 피하는 것 같아.,친구들이 피하는 것 같아서 마음이 안 좋겠어요.
내가 엄마 아빠한테 어떤 존재인지 궁금해.,정말 고민 되겠어요.
서울에는 내가 지원할 수 있는 대학이 별로 없는것만 같다,인서울 아니어도 좋은 대학은 많아
지인이 내 아내가 병원에서 받아오는 영양제가 효과가 좋은 거 같다고 나눠달라고 해서 환멸 나.,지인이 아내의 영양제를 나눠달라고 하셔서 기분이 좋지 않았겠어요.
나이가 드니 주변 사람들이 떠나는 걸 지켜봐야 하는데 너무 괴로워.,사랑하는 사람들이 떠나는 걸 봐야 하니 슬프겠어요.
할머니 건강이 너무 안좋으셔.,가족 건강때문에 슬픔에 빠져 계시군요.
학교에서 따돌림이나 당하고 나는 세상에 태어나지 말았어야 해.,학교에서 따돌림을 당해 많이 힘든 상황이군요.
친구들에게 너무 실망스러워.,친구들과 어떤 일이 있었길래 실망하셨나요?
치킨집 사장님이 천식 때문에 가게 문을 닫는대.,사장님이 천식이라 가게 문을 닫아서 슬프겠어요.
아버지의 마음으로 자식들을 훈계한다고 한 것인데 너무 감정적으로 자식들에게 상처를 준 것만 같아 후회가 돼.,감정적으로 자식들에게 상처를 준 것이 후회가 되시겠어요.
그 때 회계사 자격증을 땄어야 하는데.,회계사 자격증 취득에 관심이 있으신가요?
직원들과 친해지기가 어려워서 힘드네.,직원들과 친해지기가 어려워서 힘드시군요.
척추 교정 수술을 하러 왔는데 의사가 당뇨 합병증 때문에 막상 수술이 어렵다고 해서 걱정이야.,척추 교정 수술을 당뇨 합병증 때문에 못하게 돼서 많이 낙담하셨군요.
괴롭힘 당하는게 안쓰럽긴 하지만 내가 나선다고 뭐가 달라질까 싶다.,달라질게 없다고 예상하는 이유는 뭔가요?
말도 안 돼.,무슨 일 있어요.
그전에는 안 그랬는데 몇 년 전부터 손등이나 팔 등에 이상한 점들이 생기네?,피부에 뭔가가 생기셔서 걱정하고 계시는군요.
엄마가 오빠만 챙겨주고 나를 안챙겨줘서 너무 슬퍼.,엄마가 오빠만 챙겨줘서 마음이 많이 아프셨겠어요.
남자친구가 속으로는 나랑 우리 집안을 깔보고 있었어. ,남자친구의 인식을 새롭게 알게 되어 충격이 크시겠어요.
진짜 너무 눈물 날 정도로 힘들다.,무슨 일 때문에 그러신가요?
내 진로에 대해 생각해보고 싶은데 자꾸 성적이 앞길을 막아,성적으로 인해 진로에 대한 고민이 크시군요.
미술 입시 준비 중인데 왜 계속 해야되는지 모르겠어.,왜 그런 감정이 드셨나요?
왜 그렇게 살았는지 후회스러워.,어떤 일이 후회스러우신가요?
건강관리를 열심히 한다고 했는데 결과가 좋지 않아서 너무 실망이야.,심히 건강관리를 했음에도 좋지 않은 결과 때문에 실망스러운 마음이 드시겠어요. 
이제 고등학생인데 성적 스트레스가 너무 커.,지금도 성적이 좋은데 어떤 것 때문에 스트레스를 받아요?
사회생활 시작하면서 생각이 많아졌어.,어떤생각이요?
회사 일이 많아 너무 힘들어.,회사 일이 많아 스트레스를 받으시는군요.
이상한 사람들은 진짜 다들 없어졌으면 좋겠어.,맞아요 그게 사회에 더 도움이 될 수도 있겠네요.
친구들과 주말에 만나서 놀기로 했는데 맘에 드는 옷이 없어서 낙담이 돼.,마음에 드는 옷이 없어서 속상하겠어요.
아내랑 자꾸 싸우는데 이러다가 이혼하게 될 것 같아서 너무 슬퍼.,아내 분과 이혼하게 될까 봐 많이 슬프시군요.
아무리 좋은거 챙겨먹고 맨날 운동해도 다 소용없어.,왜 그러시죠?
내 아이에게 한없이 자상한 아빠이자 다정한 남편이 직장 동료 성추행으로 고소를 당했어.,당신과 남편에게 큰 시련이 닥쳤군요.
소식 하나 가져왔다.,무슨 일인지 궁금해요.
이번에도 매수했던 주식이 하한가를 쳐서 절망적이야.,주식이 떨어져 속상하시겠어요.
요즘 임신해서 일하려니 직장에서 가끔 울컥할 때가 있는 것 같아.,임신해서 일까지 하려니 울컥하는 마음이 들었나 보군요.
옛날 같지가 않다.,무슨 일이 있으신가요?
남편이 치매에 걸려서 나를 못 알아볼 지경이 됐어.,남편분의 치매로 마음고생이 많으시겠어요.
나를 보살펴 줄 가족이 아무도 없어서 요양병원에 가고 싶은데 돈이 없어서 갈 수 없어.,돈 때문에 요양병원에 갈 수 없어서 많이 슬프시겠어요.
요즘 나는 매사에 시큰둥해.,가끔 모든 일에 관심 없어지는 때가 있죠.
이사를 위해 재정 상태를 확인했는데 생각했던 것보다 많이 부족해서 실망했어.,이사를 가려 하는데 재정이 부족해서 많이 슬프시겠어요.
사람을 상대하는 것은 참 어려운 것 같아.,사람 사이의 관계가 어려우시군요.
