P,S
우리회사 매출이 엄청 뛰었어. 기대해도 좋을것 같아,회사의 성과가 좋다니 정말 축하드려요.
딸이 또래보다 조금 일찍 결혼을 해서 첫아이를 가졌어.,손주를 보게 되어서 기쁘시겠어요.
나는 사회생활을 잘 했다고 생각해.,사회생활을 어떻게 하면 잘할 수 있을까요?
내 주변에는 좋은 사람들이 많은 것 같아서 다행이야.,좋은 사람이 주변에 많이 있는 건 행복한 일이에요.
이번 주에 아이들이 함께 놀이 공원에 가자고 하네.,기분이 어떠셨어요?
손주를 안고 다니기에 내 체력은 충분해.,체력이 충분하시다니 뿌듯하시겠어요.
퇴사 후에 집에서 놀던 남편이 정신 차리고 일을 나가서 안심이야.,남편 분이 일을 시작하셔서 안심하시는군요.
가족들이 아무 조건도 대가도 바라지 않고 나를 믿어줘.,정말 좋은 가족이네요 그런 가족이 있으면 행복할 거 같아요.
새로운 사람들을 만나는 일은 정말 즐거워.,어떤 일 때문에 즐거운가요?
오늘 회사 식당의 점심메뉴가 삼겹살이었는데 너무 맛있었어.,회사에 식당도 있고 좋은 회사이군요 더욱이 맛있는 점심 메뉴까지 나와서 만족하셨나봐요?
돈이 있어서 감사해.,왜 그러세요?
오늘 건강검진을 받았는데 예전보다 건강이 좋아졌대.,건강이 좋아져서 기쁘시겠어요.
우리 가족이 최고야!,가족의 행복은 최고의 행복 중 하나죠 어떤 점이 좋으신데요?
이번에 새로 옮긴 회사는 업무도 깔끔하고 동료들도 정말 좋아서 마음에 들어.,새로 옮긴 회사가 마음에 드시는군요.
내가 도와달라고 말했더니 친구들이 흔쾌히 가해자가 날 못 보도록 숨겨 줬어.,친구들이 흔쾌히 보호해 주었다니 정말 좋은 친구들을 두셨네요.
이제 나를 괴롭혔던 애들을 피해 등교하지 않아도 돼.,괴롭혔던 친구들을 피해 다니지 않아도 되어서 너무너무 기쁘겠어요.
인생은 육십부터인데 등산이나 다니면서 즐기면서 살아야지.,등산을 좋아하시는군요.
미세먼지없고 날씨가 좋아 요즘 천식치료제가 필요없어 기뻐.,천식치료제를 안써도 되어서 기쁘군요.
최근에 직장에서 작은 부딪힘이 있었어.,직장때문에 신경쓰실게 많으시겠어요 무슨 일인데요?
너무 기분이 좋아.,무슨 좋은 일이 있었나요?
연애한지 오래 됬는데 결혼을 해야 될까.,좋은 사람이라면 하는게 좋겠어요.
나를 괴롭히던 친구가 전학를 갔어.,그거 잘된 일이군요.
이번 면접은 잘 본 것 같아.,면접에서 좋은 인상을 남기셨나봐요.
이제는 나이가 있어선지 사람들 대하는 게 난 한결 편해진 거 같아.,사람을 대하는 게 많이 편해지셨군요.
항상 요즘만 같으면 좋겠어.,요즘이 어떻길래 그렇게 좋으실까요?
건강할 수 있을 것 같아.,왜 그러세요?
옆집 아가씨가 직접 가져다 준 김치전이 만족스러울 만큼 맛있더라구.,옆집 아가씨의 성의에 기쁘시겠어요.
재정상태에 편안해.,왜 그러시죠?
선생님이 내 얘기를 듣고 학교폭력을 이겨낼 수 있도록 도와주신대서 행복해.,든든한 선생님이 있어 안심되시겠어요.
우리 아들이 결혼할 사람을 속이 깊은 사람으로 아주 잘 만났어.,며느리가 마음에 드시나 보네요.
오늘 위암 완치 판정을 받았어.,정말 기쁜 소식이네요.
기적이라는 것이 있을 수 있다는 생각이 들어.,어떤 좋은 일이 있으셨나요?
늙은 엄마를 잘 챙겨주는 내 딸들에게 고마워.,따님들이 있어서 행복하시겠어요.
이번에 인적성 강의를 인터넷으로 신청했어.,인적성 강의를 인터넷으로 신청하셨군요.
고등학교 진학을 생각 중인데 나에게 맞는 곳이 없는 것 같아.,그래서 실망하셨나요?
나 이번 시험은 자신 있어!,시험에 자신이 있으시군요.
얼마 전 동창회에 다녀왔는데 나와 아내만 삼십 대처럼 보여서 정말 기분이 좋았어.,두 분이 모두 젊어 보여서 정말 기분이 좋으셨겠어요.
얼마 전에 가고 싶었던 기업에 인턴으로 취업했는데 곧 정규직으로 전환이 될 것 같아.,인턴으로 취업한 곳에서 정규직 전환이 될 것 같다니 정말 기쁘시겠어요.
난 부모님이 물려주신 땅이 많아서 앞으로도 참 편안하게 살수 있어.,넉넉한 재정으로 행복한 마음이시군요.
방금 들은 건데 일주일만 더 약을 먹으면 폐결핵이 완치된대!,곧 있으면 병이 완치된다니 정말 기쁘시겠어요.
내가 아끼던 축구공을 잃어버려서 종일 우울했는데 다음 날 아버지께서 축구공을 선물해주셨어.,아버지께 정말 감사했을 것 같아요.
우리 아내는 돈을 허투루 쓰지 않아서 계좌에 잔고가 많을 것 같아.,좋은 아내분을 두셨네요!
다들 중학생이 되는걸 겁내하는데 너무 신이나.,즐거운 일도 많고 어려운 일도 많겠군요.
우리 동네에는 내가 참여할 수 있는 노인 여가활동 모임이 많아.,참여할 수 있는 모임이 많아서 좋으시겠어요.
아내가 무사히 아이를 낳았대.,부인과 아이 모두 건강해서 다행이에요.
언니가 남자 친구가 생겼다고 말해줘서 기분이 좋아.,언니 분께 남자 친구가 생겼다니 놀라고 기쁘시겠어요.
나는 따돌림을 당할 일이 절대 없어.,그렇게 생각하시는 이유가 있으신가요?
학교 시험에 백 점을 받아서 부모님께 칭찬을 받아서 기분이 너무 좋아.,시험도 잘 보고 부모님께 칭찬받아서 기분이 좋으시겠어요.
요즘 일이 많아서 너무 힘들고 지친다.,바쁜 일이 많으셨나 봐요.
이야 노후 생각해서 샀던 그림이 아주 비싸졌어,그림의 가격이 올라 매우 기쁘시겠어요
첫째 때는 아등바등 노심초사였는데 우리 막둥이는 그냥 뭐든 다 예뻐.,막내가 예쁜 짓을 많이 하나 보네요.
만족스러운 결혼생활을 할 수 있을지가 걱정이 돼.,왜 그런 생각을 하셨나요?
내가 만나는 사람은 거짓말도 하지 않고 약속도 잘 지켜서 너무 믿음직스러워.,그런 분을 만나신 당신이 너무 부러워요.
면접 답변을 잘 하셨나요?,응 막힘없이 잘 대답했어.
보험 가입을 잘 해놔서 노후에 어떤 문제가 생겨도 어느 정도 보호받을 수 있다니 다행이야.,보험 가입을 잘 해서 안심되시는군요.
아들이 투석 받는 날에 잘 챙겨줘서 너무 고마워.,아드님이 투석 받는 날에 잘 챙겨주셔서 기분 좋으시겠어요.
이번 소개팅은 성공한 것 같아.,소개팅이 잘 되셨나 보네요 좋은 분 만나셨나요?
건강검진을 받아도 경제적으로 여유로워 마음이 편해.,몸이 아프면 치료비 걱정이 되니까 경제적으로 여유로우면 확실히 걱정이 덜한 것 같아요.
나는 영어실력이 좋아서 다른사람이 물어볼 정도야.,영어를 잘해서 기쁘시겠어요.
누나가 한 개 남은 과자를 나에게 양보해줬어.,누나한테 양보를 받으셨군요.
아이들이 다 커서 본인 할 일은 본인이 알아서 하니 지금은 많이 편안한 상태야.,편안한 시간을 어떻게 보내고 계시나요?
알고 지내는 요구르트 아주머니가 내 골다공증에 도움 되라고 항상 우유를 놓고 가줘서 너무 고마워.,요구르트 아주머니께서 도움을 주셔서 기쁘셨군요.
얼마전 건강검진을 받았는데 특별히 안좋은 곳은 없대.,건강검진 결과가 만족스러우시군요.
내가 임신 중이라 음식을 전혀 못 하고 있는데 남편이 요즘 음식을 만들어줘서 행복해.,남편이 요리를 해주셔서 행복하시군요.
여름 휴가 때 가족과 함께 여행을 다녀올 수 있어서 기뻤어.,가족과 함께 보낸 여행이 기쁘셨군요.
난 내가 이 일에 소질 있다고 스스로 자신할 수 있어.,스스로 자신하신다니 본인을 정말 신뢰하시나 봐요.
오늘도 바깥양반이 늦게 온다네.,남편분이 귀가가 늦어서 걱정스러우신가 봐요.
나 오늘 병원에서 나오는데 날아가는 줄 알았어.,좀 더 상황을 자세히 설명해주실 수 있을까요?
나는 노후준비가 참 잘 되어 있어서 행복해.,노후준비를 잘 하셨나봐요?
항상 나와 좋은 추억을 만들려고 하는 자녀들 덕분에 매일이 행복해.,자녀들과 함께 하는 것 만큼 행복한 건 없죠.
나는 규칙적인 생활과 운동을 해왔기 때문에 동년배들 중에서 가장 건강할 거라 자신하네.,자신 있으신 거 같아요.
사장님께서 상여금을 주셔서 기분좋으시겠어요.,오늘 우리 회사 팀장님 완전 멋있었어!
대학진학에서 일지망에선 떨어졌지만 이지망에선 붙어서 다행이야.,축하드려요 일지망은 아쉽네요.
나 드디어 여자친구에게 청혼했어.,연인분에게 청혼하셨군요.
드디어 기다리던 발표회 승인이 났네.,기다리셨다니 좋은 일인가요?
요즘은 마음이 가벼워.,무슨 좋은 일 있으세요?
드디어 스무 살이 되어 첫 여자친구를 사귀게 되었어요!,성인이 된 이후 처음으로 여자친구를 사귀게 되었다니 정말 기쁠 것 같아요!
요새 너무 감사해.,그렇게 생각하시는 이유가 있나요?
이제야 결혼 준비를 다 마쳤네.,준비하시느라 고생 많으셨습니다.
건강검진 받았는데 아무 이상없어서 기뻐.,결과가 좋다니 저도 기뻐요.
친구랑 너무 잘 맞아.,어떤 친구인가요?
이번에 기말고사에서 일등을 할 수 있을 것 같아.,시험을 잘 보셨나 보네요.
집에서 부모님과 진로 때문에 너무 힘들어.,무슨 일로 그렇게 힘드나요?
내가 이가 너무 안좋아 틀니와 임플란트 견적이 너무 많이 나와 걱정이 많았는데 정부지원이 있어 감사해.,좋은 정부지원책이 있어서 다행이네요.
회사에서 과장님 추천으로 대리가 되었어!,대리가 되어서 기쁘신 것 같아요.
사실 잘 생각해보면 그런것 같기도 해 앞으로 장난을 치면 받아주기도 해야겠다.,좋은 생각이신것 같아요 장난이 조금 심해지면 그건 안되지만 장난이 나쁜건 아니니까요.
난 항상 정기적으로 검진을 받는데 이게 비싸긴 해도 이번에 큰 도움이 됐어.,정기검진 덕에 기분이 좋으신 거 같아요.
나이가 들어도 건강하게 살다가 죽기를 원했는데 이젠 정말 그럴 수 있을 것 같아.,아프지 않고 건강하게 사셔서 다행이네요.
오늘 직장 여직원들끼리 회식했는데 재미있었어.,직장 사람들끼리 사이가 좋으신가 보네요.
반 아이들을 괴롭히는게 너무 재미있어.,아 그러시군요.
교내 따돌림을 신고했는데 경찰 아저씨가 꼭 가해자들이 처벌받게 하겠다고 해서 안심이야.,그런 말을 들어서 안심하시는군요.
나는 학교폭력을 당 할 일이 없어.,그런 생각을 왜 하시나요.
지난주에 건강검진 결과가 나왔는데 정상이라고 결과가 나왔어,검진 결과가 좋게 나와서 안도하겠네요.
갑상선에 암이 생겨서 지난 오 년간 투병 생활을 했는데 오늘 완치 판정을 받아서 기뻐.,완치 판정을 받아서 기쁘시겠어요.
삶이 그리 많이 남지 않은 인생을 살고 있지만 그래도 남들보다 건강하게 살고 있어서 좋아.,건강한 인생을 살고 계시는군요.
이번 주말에 있을 마라톤 경주에 참가 신청을 냈어.,신청을 한 것 보니까 자신이 있으신가 봐요.
십 년의 연애 생활 끝에 지금의 아내를 만났어.,오랜 연애 끝에 지금의 아내와 결혼하셨군요.
다들 노후준비로 걱정이 많은 것 같은데 나는 다행이야.,노후의 문제가 다행이라고 생각하시는군요.
학교에 입학한지가 엊그제 같은데 벌써 졸업이라니 기분이 이상하네.,졸업을 앞 둔 기분이 어떤가요?
우리 회사는 참 좋은 회사야.,어떤 면에서 좋은가요?
이제 퇴직금정산만 하면 노후는 걱정없겠는걸!,무슨일 있으셨어요?
오늘 친구가 그동안 나한테 서운한 점에 관해서 이야기해줬어.,친구분이 서운했던 점을 이야기하셨군요.
연금 보험 얼마나 받을지 기대돼.,퇴직금도 있잖아요.
어쩜 내 의견은 반영하지도 않는 거야?,왜 그렇게 흥분했는지 얘기해 주시겠어요?
내가 사둔 땅값이 올라 기뻐 이제 나도 남들에게 많이 베풀고 살아야겠다는 생각이 들어,정말 기쁜 일이에요
우리 딸이 시집을 가는데 어려운 살림사리에 보내려니 고민이 많아.,그러면 돈이 많이 나가겠네요.
병원에서 건강하다고 하니 마음이 편안해졌어.,건강하시군요.
내가 하고 싶은것이 무엇일까 늘 고민하다가 찾았어,그건 무엇이고 어떻게 찾으셨어요?
내가 전에 고향에 사둔 땅이 있는데 그 앞으로 도로가 새로 생겨서 땅값이 서너 배로 올랐어 나는 이제부터 부자야,축하드려요
시험 성적이 잘 나온 것 같아.,정말 축하해요.
동창의 병원에서 진료를 받았는데 내 협심증에 대해 아주 재미있고 자세하게 설명을 해주더라고.,의사 선생님의 설명이 재미있었다니 신기하네요.
