P,S
불면증이 있다는 아내가 낮에 매일 자는 게 한심해 보여.,아내 분의 행동이 한심하게 보였군요.
동료나 부하 직원들에게 너무 업무적으로만 대한 것은 아닌가 하는 생각이 들어.,너무 업무적으로 대해서 고민이시군요.
우리 애가 요즘 또박또박 말대답하는데 아주 보기 싫어.,아이가 몇 살인가요?
잘 풀렸으면 좋겠어요.,우리 반에 따돌림을 당하는 친구가 있는데 오늘 그 친구랑 친해져서 기뻐.
내 친구가 나보다 다른 친구를 좋아해서 열등감이 느껴져.,친구 문제로 많이 속상하시겠어요.
나만 진급을 못하는 것 같아.,다른 동기분들은 진급을 많이 하시나요?
아침에 깼는데 허리가 아파서 일어날 수가 없었어.,조금 더 자세히 말씀해 주시겠어요?
이번 팀장님 진짜 황당한 사람이네.,업무 스트레스가 심하신가봐요.
내 동기가 어떻게 된 일인지 갑작스럽게 사장의 눈에 들어 파격 승진을 하게 되었어.,같은 동기였는데 파격 승진이 되다니 많이 힘드시겠어요.
가끔 학교의 남자 동기들은 생각없이 성희롱적인 발언을 하는 것 같아.,사용자님 앞에서도 그런 말을 하나요?
실수를 감싸주려고 하신 것 같아서 고맙기보단 죄송해.,죄송해하는 마음 분명히 과장님도 알고계실거예요.
가족들에게 미안해 죽겠어.,갑자기 무슨 일이세요?
죽음이 혐오스러워.,무슨 일이죠?
아내가 지금까지 모아뒀던 노후 자금을 아들에게 줘서 당황스러워.,사용자님의 노후 자금을 아내가 아들에게 줘서 당황스럽겠군요.
나오늘 병원 가서 너무 당황했어.,무슨일 있으셨어요?
퇴직금을 받아 봤자 남들처럼 전원주택 하나 못 마련하게 생겼어.,전원주택을 마련하고 싶으신가요?
사위가 나한테 사우나를 가자고 해서 당황스러워.,사위 분이 같이 사우나를 가자고 해서 당황스러우시겠어요.
학원갔다 집에 오면 너무 외로워.,왜 외로우세요?
지금 우리 가정의 재정을 보면 나중에 자식들에게 의지하는 엄마가 될 것 같아 한심해 보여.,자식들에게 의지하는 한심한 엄마가 될 것 같아 걱정이시군요.
마흔살이 넘어서 돈이 없으니깐 세상에 고립된 기분이야.,어떻게 하면 좋을까요?
30년 평생을 요리사로 살아 왔는데 병원에서 검진 받으니 폐암 초기라 하더라고.,갑작스러운 폐암 통보라 정말 마음이 아프셨겠어요.
난 발표하는 게 너무 부끄러워.,발표하는 게 부끄러우시군요.
이번에 적금 만기가 되면 병원비로 대출받았던 돈을 다 갚아야 하는데 아내는 명품 살 생각을 하고 있어.,적금 만기가 되면 대출을 갚아야 하는데 아내가 명품 살 생각을 해서 답답하시겠어요.
노후준비를 못해서 부끄러워.,노후준비에 부끄러우신가봐요.
나이가 들어서 머리카락에 염색해야겠어,어디서 염색을 하실 생각이신가요?
신기하게도 요즘은 특별히 아픈 데가 없더라도 누군가가 내 걱정을 해줬으면 좋겠어.,정말 외로우시고 한편으로는 당황스러우시겠어요.
선생님이 오늘 남는 문제집이 있었는데 우리 반 성적 잘 나오는 친구들에게만 주셨어.,성적이 좋은 친구들만 문제집을 줘서 많이 서운했겠어요.
아들이 나 입으라고 옷을 사 왔어.,아드님께 옷 선물을 받으셨군요.
모든 직원들 앞에서 대표님께 혼난 것이 부끄러웠어.,직원들 앞에서 혼이 나서 부끄러우셨는데 구체적으로 말씀을 해주실 수 있나요?
아이가 무슨 선물을 갖고 싶어하는지도 모르고 내가 참 한심한 아빠같아,아이가 어떤 선물을 받고 싶은지 몰라서 속상하셨나보네요
건강이 안좋아서 가족들에게 내가 너무 부끄럽게 느껴져.,건강때문에 많이 괴로우시겠어요.
대학 동기가 수업 들을 때 꼭 같이 가자고 하는데 지각을 해서 나한테 피해를 줘.,친구가 시간을 지키지 못해 피해를 보았군요.
아내는 한 번도 나를 사랑한 적이 없는 거 같아.,왜 그렇게 느끼게 되었나요?
친구를 사귀어도 외로운 기분이 들어.,그렇게 느끼시는 이유가 따로 있을까요?
친구들끼리 전립선 문제에 대해 말하기 좀 부끄러워.,많이 부끄러우신가 봐요.
이제 곧 내 진로를 정해야 하는데 무엇을 할지 혼란스러워.,진로를 정해야 하는데 무엇을 할지 몰라 혼란스러우시군요.
지방 발령 때문에 하는 수없이 주말밖에 가족을 못 보게 되었어.,가족들이 많이 보고 싶어지시겠어요.
나이도 들고 건강보조식품을 먹어야겠어!,건강을 미리미리 챙기시는 게 좋겠지요.
친구없이 따돌림 당하는 내가 한심해.,자신을 한심해하고 계시는군요.
내가 조금이라도 젊을 때에 저축을 많이 하지 못한 것이 너무 후회돼.,젊을 때에 저축을 왜 많이 하지 못했나요?
내가 다른 남자를 만나고 와서 남편한테 미안하네.,남편한테 미안할 행동을 해서 마음이 편치 않으실 것 같아요.
죽음이 너무 혐오스러워.,왜 죽음에 대해 생각하세요?
사업이 안 풀려서 친구가 점을 보고 부적을 사는 데 돈을 너무 많이 써서 답답해.,힘들어서 미신에 의존하는 친구의 모습이 안타깝군요.
엊그제 직장동료끼리 자산공개했는데 부끄럽더라 나만 천만도 못 넘어서.,자산공개결과가 만족스럽지 못하셨겠어요.
나 몸 관리를 너무 안 하는 것 같아.,몸 관리를 잘 못 하는 이유가 혹시 있나요?
직장상사가 부하직원을 성추행했대 생각만해도 징그러워.,기분 나쁜 일이 있으셨나봐요?
워킹맘이라서 아이한테 더 큰 관심과 사랑을 못 주는 것 같아.,아이에게 신경을 잘 못 써주는 것 같아서 속상하겠군요.
가수에 도전해보고 싶은데.,가수가 되고 싶으신가보네요.
병원에 왔는데 지갑을 안 가져왔네.,지갑을 두고 오셔서 많이 당황하셨겠어요.
이제 은퇴할 날이 얼마 남지 않았어.,노후대책과 은퇴 준비로 걱정이 많으시죠?
내가 몸이 아프고 나니깐 그 많던 주변 사람들이 왜 한 명도 찾아오지 않는지 모르겠어.,그 동안 맺어왔던 사람들과 관계가 혼란스럽게 느껴지실 것 같아요.
아무 문제 없이 잘 살았었는데 남편이 갑자기 이혼하자 하니 당황스러워.,갑작스러운 남편분의 이혼 통보로 많이 당황스러우셨겠어요.
김 대리와 박 대리가 의견 차이로 대립하고 있는데 누구 편을 들어야 할지 모르겠어.,두 분 사이에서 혼란스러우시겠어요.
아랫집 아저씨가 얼마 전부터 집에서 담배를 피우기 시작했어.,이웃주민이 집 안에서 흡연하나 봐요.
친구가 나 때문에 남자친구랑 헤어진거같아.,왜 그렇게 생각하세요?
취업 문제로 인해 외로움을 느끼시는 군요.,응 주변 친구들이나 지인들은 모두 다 좋은 곳에 취직했는데 나만 못 한 것 같은 기분이 들어.
내 친구랑 사귀는 사람인 줄 모르고 좋아한다고 고백한 내 자신이 너무 부끄러워.,고백한 상대가 친구 애인이어서 부끄러우셨군요.
은퇴하는데 재정이 안좋아서 당황스러웠어.,재정때문에 힘들고 괴로우시겠어요.
코로나바이러스로 인하여 모든 국민들이 경제적으로 어려움이 많은 것 같아.,경제적으로 어려움이 있다고 생각하시는군요.
직장에서 일을 너무 못하는 것 같아.,어떤 일을 말씀하세요?
건강하게 사는 것보다 즐겁게 사는게 더 중요하지 않나라는 생각을 많이해.,즐겁게 사는 것이 건강을 포기할만큼 더 중요하다고 생각하시나봐요?
오늘 건강검진 받으러가서 위내시경을 했어.,잘 다녀오셨어요?
가족끼리 야구장에 갔다가 전광판에 나랑 아내가 나와서 너무 부끄러웠어.,가족끼리의 모습이 나와서 부끄러우셨군요.
은퇴를 하고 나서 열등감이 생겼어.,왜 그러세요?
건강하지 못해 한심해.,만성질환이 있나요?
물놀이를 좋아하지 않아 가족들과 어울리지 않고 숙소에 혼자 있었더니 고립된 기분이야.,휴가를 갔는데 혼자 숙소에 있어서 외로웠군요.
곧 있으면 결혼기념일인데 부끄러워서 남편에게 아무 말도 못하겠어.,말로 사랑을 표현하는데 부끄러움을 느끼시는 군요.
학교폭력 사건을 보고 혼란스러웠어.,왜 그러세요?
집에 있으면 외로워서 나도 동생이 있었으면 좋겠어.,외로움 때문에 동생이 생기기를 원하시는군요.
지인들 중 해외에 나가보지 않은 사람이 없지만 나는 공항에도 못 가봐서 창피해.,지인들과 비교되어 부끄러우셨겠어요.
은퇴생각에 부끄러워.,왜 그러세요?
엄마랑 아빠가 나 때문에 자꾸 싸우시네.,부모님이 다투시는 이유가 본인 때문에 라고 생각 하시는군요.
아이들이 다 크고 더 이상 같이 이야기나 외출도 피하고 친구만 찾아 외로워.,주변에 도움을 주실 분이 계신가요?
남편 진짜 꼴도 보기 싫어.,왜 그렇게 화가 나셨을까요?
회사 생활하면서 도무지 상사에게 배울 것이 없어.,회사 생활하면서 상사에게 큰 실망을 하셨군요.
날 괴롭히는 학교 애들이 싫고 혐오스러워.,학교에서의 괴롭힘 때문에 속이 많이 상하셨겠어요.
언니가 나를 좋아해 줄 사람은 없다고 했어.,정말 마음이 아프셨겠어요.
상사는 왜 나만 칭찬을 안 해줘 내가 부족할걸까?,상사의 행동 때문에 마음이 안 좋으시겠어요.
축농증 치료를 받으러 가면 코 세척 하는 과정이 너무 부끄러워.,코 세척 하는 과정이 부끄러우시군요.
내가 갑상선 수술로 목에 수술 상처가 있어.,아 목에 상처로 어떤 마음이 불편하신가요?
내가 뭐가 부족해서 맨날 다른 애들에게 놀림을 받아야 해?,어떤 일이 있었나요?
아랫집에 사는 최 씨 할아버지가 나보다 더 건강한 것 같아서 오늘 열등감을 느꼈어.,아랫집의 최 씨 할아버지가 더 건강해 보여서 열등감을 느끼셨군요.
요즘 너무 외로워.,왜 그러세요?
나만 바라보던 사람을 버리고 다른 사람을 선택한 내 자신이 너무 부끄러워.,날 아껴준 애인을 배신한 자신이 부끄러우시군요.
가장 친한 친구랑 싸웠더니 너무 마음이 안 좋아.,가까운 친구랑 다퉈서 마음이 매우 안 좋겠네요.
친구들이 나와 예전보다 연락하는 시간이 줄었어.,친구들과 연락하는 시간이 줄어들어서 매우 속상하겠네요.
분명 수술해야한다고 했는데 잘못 진단을 내린거라네.,수술하지 않아도 된다고 하던가요?
은퇴 후에 혼자 지낼 생각하면 벌써 외로워.,은퇴 후가 걱정되시나봐요?
자식 집에 얹혀살면서 애들한테까지 무시를 받으니 이렇게 서러울 수가 없어.,자식 집에 얹혀살며 무시를 받으셨다니 정말 서러우셨겠어요.
이 나이가 되도록 서울에 집 장만도 못하고 전세로 사니 정말 속상해.,요즘 서울 집 값이 엄청 올랐는데 집을 못 사시고 전세로 있으셔서 속상하실것 같아요.
진로를 결정하는데 도움을 받을 곳이 없어 고립된 느낌이야.,진로 결정과 관련하여 고립감을 가지고 계시는군요.
남들은 다 결혼하는데 나만 못할 건 뭐야?,결혼을 못하셔서 열등감을 느끼시는 것 같아요.
오늘 병원에 갔다 왔어.,무슨 일로 병원에 갔다 오셨나요?
남들보다 체력이 좋아서 부럽다는 소릴 많이 들었었는데 이젠 좀만 걸어도 힘들 정도로 약해졌네.,체력이 좋으셨는데 쇠약해져서 걱정이 되시고 많은 생각이 드실 거 같아요.
고혈압이 있어서 음식을 가려 먹어야 되는데 신경을 안 쓰는 내가 한심해.,그런 기분이 들어 속상하시겠어요.
친구는 잘 하던데 나는 왜 이러는지 모르겠어.,친구와 무슨 일이 있으셨나요?
다른 직장동료들은 승진도 하고 나름 회사에서 인정도 받는데 나는 몇년째 같은 자리라 창피하고 부끄러워 얼굴을 들수가 없네.,혼자만 뒤쳐진것 같아서 스트레스 받으시는군요.
잉꼬부부로 소문난 친구네 부부를 보고 있자니 마음이 울적해지네.,울적해 지셨다니 많이 외로우시겠어요.
동창들은 다 건강하고 돈도 많은데 나만 이렇게 아프고 돈 없이 살아가는 것 같아.,다른 사람과 비교했을 때 더 고통스럽고 가난하게 살아간다고 느끼는군요.
남편이라고 있는 사람이 어쩜 그렇게 무책임한지 모르겠어.,남편의 태도 때문에 화가 나셨군요.
자기소개서를 쓰는데 내가 봐도 내 자신이 너무 볼품없어 보여.,자기소개서에 쓸 내용이 없어서 속상하신가봐요.
